id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,pub_rec_bankruptcies
219425,219409,2500,2500,1200.000057,0,47,82.71,2,13,3,62000.0,0,1,2,82,33,19.29,0,3,31,0,7180,34.4,37,2041.95,978.71,1546.41,419.24,59.89023416,16.41,5.83,82.71,0.0
1069126,1303778,10000,10000,9975.0,1,17,215.69,1,6,3,45996.0,2,1,2,373,34,21.73,0,1,7,0,11170,30.1,15,8772.91,8751.08,5495.38,2429.23,1.0,847.3,152.514,1.0,0.0
710158,902879,8000,8000,8000.0,0,85,269.79,2,11,3,85000.0,0,-1,2,589,42,16.76,0,1,13,0,10459,28.4,20,9633.314321,9633.31,8000.0,1633.31,0.0,0.0,0.0,2092.22,0.0
856729,1069119,1500,1500,1500.0,0,83,50.54,2,10,0,60000.0,0,-1,9,523,24,20.6,0,1,15,0,38176,93.6,31,1516.2425,1516.24,1500.0,16.24,0.0,0.0,0.0,1516.62,0.0
536198,692538,12000,12000,11950.0,0,145,415.05,3,15,0,95142.0,1,-1,2,563,2,16.56,0,3,13,0,13187,72.1,17,14292.429059999999,14232.88,12000.0,2292.43,0.0,0.0,0.0,6422.11,0.0
558089,718468,8000,8000,7840.2029569999995,1,40,175.91,1,8,3,26400.0,1,-1,2,722,4,19.5,1,3,10,0,2288,13.1,15,10553.86,10321.97,8000.0,2553.86,0.0,0.0,0.0,208.54,0.0
880565,1095500,5000,5000,4500.0,0,328,156.46,0,3,3,64600.0,0,-1,2,721,4,10.31,0,0,5,0,2667,25.4,18,5632.21,5068.99,5000.0,632.21,0.0,0.0,0.0,161.39,0.0
681830,870919,4200,4200,4200.0,1,195,103.87,4,21,2,25000.0,1,-1,6,48,33,2.21,0,2,3,0,2380,72.1,3,4960.941417,4960.94,4200.0,760.94,0.0,0.0,0.0,3616.12,0.0
483787,615716,6000,6000,5925.0,0,86,202.47,2,11,0,60000.0,0,-1,6,296,9,2.82,2,2,5,0,4361,58.9,18,6426.9309299999995,6346.59,6000.0,426.93,0.0,0.0,0.0,6.73,0.0
442993,538591,14000,14000,13977.97,0,39,461.56,1,6,0,109000.0,0,1,3,689,32,21.29,0,1,14,0,15812,50.0,33,2303.45,2303.45,1666.4,637.05,0.0,0.0,0.0,461.56,0.0
571845,735564,3000,3000,3000.0,0,10,97.34,1,5,3,15840.0,2,-1,8,381,34,7.73,0,1,4,0,3284,78.2,4,3499.34125,3499.34,3000.0,499.34,0.0,0.0,0.0,387.02,0.0
973417,1195415,15000,15000,14925.0,0,304,456.54,0,0,0,100000.0,2,-1,4,696,4,11.65,0,0,7,0,45907,1.7,37,16435.16395,16352.99,15000.0,1435.16,0.0,0.0,0.0,459.77,0.0
866786,1080299,22250,22250,22250.0,0,294,863.85,6,33,3,95000.0,2,-1,2,696,4,21.47,0,1,26,0,18724,99.1,42,32123.289969999998,32123.29,22250.0,9786.91,86.38000004,0.0,0.0,231.91,0.0
777985,980518,6000,6000,6000.0,0,54,199.26,1,9,3,87500.0,0,-1,2,706,4,22.27,0,0,8,0,31115,98.8,45,6820.454156999999,6820.45,6000.0,820.45,0.0,0.0,0.0,3633.51,0.0
443913,540620,20000,20000,19893.7,0,101,679.37,2,12,3,90000.0,2,-1,2,696,4,5.13,1,0,17,0,17470,25.1,25,24053.21981,23922.26,19999.99,4053.23,0.0,0.0,0.0,7085.22,0.0
674215,861754,11000,11000,10925.0,0,300,331.76,0,0,3,38400.0,0,-1,7,697,4,19.75,0,0,12,0,9039,9.4,22,11744.9513,11664.87,11000.0,744.95,0.0,0.0,0.0,5457.02,0.0
1026806,1255995,6000,6000,6000.0,0,74,201.27,1,9,0,77000.0,2,-1,4,489,14,22.78,0,2,10,0,32456,92.5,35,7133.972383,7133.97,6000.0,1133.97,0.0,0.0,0.0,2118.87,0.0
722636,917491,9000,9000,8750.0,0,29,295.12,1,9,0,89796.0,1,-1,2,596,42,13.31,0,0,7,0,10856,80.7,10,10624.2139,10329.1,9000.0,1624.21,0.0,0.0,0.0,326.57,0.0
633991,812209,5000,5000,4500.0,0,360,161.32,1,8,3,110000.0,1,-1,13,736,4,6.93,0,1,6,0,4708,46.5,9,5807.610006,5226.85,5000.0,807.61,0.0,0.0,0.0,174.85,0.0
418208,487957,4000,4000,3959.7235560000004,0,129,137.54,3,16,0,38000.0,2,-1,7,56,30,4.61,0,1,4,0,4093,80.3,12,4951.003458,4899.66,4000.0,951.0,0.0,0.0,0.0,158.11,0.0
1035592,1265240,5000,5000,5000.0,0,125,171.55,2,11,3,24000.0,1,1,9,725,4,1.75,0,1,6,0,233,17.9,8,694.07,694.07,281.43,232.86,14.96677354,164.82,1.71,171.62,0.0
492183,629350,10000,10000,9925.0,0,322,311.1,0,3,0,200000.0,0,-1,9,607,42,10.74,0,0,11,0,36705,60.3,36,11199.61499,11115.62,10000.0,1199.61,0.0,0.0,0.0,333.22,0.0
799847,1005087,3200,3200,3200.0,0,312,98.8,0,2,3,83000.0,0,-1,13,80,33,11.15,0,0,11,0,9878,69.1,32,3271.755381,3271.76,3200.0,71.76,0.0,0.0,0.0,2976.25,0.0
863292,1076413,15000,15000,15000.0,0,142,518.44,2,13,3,65000.0,0,1,1,85,33,11.96,0,3,7,0,9323,93.2,16,16422.56,16422.56,12477.49,3594.15,0.0,350.92,3.5092000039999998,31.32,0.0
634404,812719,11000,11000,10495.35909,0,301,333.6,0,1,3,39996.0,0,-1,2,11,19,9.81,0,0,6,0,14900,33.9,14,11899.53123,11353.23,11000.0,899.53,0.0,0.0,0.0,3180.06,0.0
847490,1058985,7000,7000,7000.0,0,83,235.83,2,10,3,45000.0,1,-1,2,696,4,18.35,0,0,17,0,6060,43.9,24,8452.283005,8452.28,7000.0,1452.28,0.0,0.0,0.0,1389.1,0.0
501929,645313,25000,25000,24718.28695,0,76,839.16,2,10,3,61959.0,2,-1,2,8,19,22.74,0,0,6,0,2305,34.9,17,30211.977239999997,29832.14,25000.0,5211.98,0.0,0.0,0.0,938.23,0.0
646406,827063,6500,6500,6500.0,0,82,218.95,2,12,3,85296.0,0,-1,6,733,4,4.61,1,1,3,0,14250,82.4,7,7331.483386,7331.48,6500.0,831.48,0.0,0.0,0.0,4489.66,0.0
69124,266619,18000,18000,11636.0,0,11,584.12,1,8,0,36000.0,0,-1,2,765,46,3.8,0,0,2,0,8311,59.8,9,21027.94463,13395.7,18000.0,3027.95,0.0,0.0,0.0,598.22,0.0
658355,841985,1800,1800,1800.0,0,0,58.09,1,6,0,50004.0,1,1,9,299,9,18.93,0,1,11,0,2175,17.7,21,1206.9,1206.9,929.86,227.34,0.0,49.7,0.57,58.09,0.0
490051,625544,16000,16000,16000.0,0,110,545.67,2,13,3,80000.0,0,-1,1,711,4,15.51,0,0,11,0,21053,62.7,19,18935.18219,18935.18,16000.0,2935.19,0.0,0.0,0.0,8038.97,0.0
806151,1012315,16200,16200,16200.0,1,244,422.83,4,23,0,53000.0,2,-1,2,686,31,12.63,0,1,6,0,10494,85.3,22,23003.5345,23003.53,16200.0,6803.53,0.0,0.0,0.0,9911.39,0.0
875275,1089787,28000,28000,27975.0,0,321,870.85,0,3,0,400000.0,2,-1,2,661,43,6.31,0,3,6,0,37379,31.8,23,31350.41999,31322.43,28000.0,3350.42,0.0,0.0,0.0,893.97,0.0
657326,840658,12000,12000,11975.0,0,216,433.11,4,24,0,57600.0,2,1,11,671,3,18.52,0,3,18,0,10639,62.8,30,6055.42,6042.82,3921.32,2134.1,0.0,0.0,0.0,433.11,0.0
484627,617107,18000,18000,17950.0,0,122,617.12,2,14,0,69000.0,2,-1,2,66,30,17.57,0,0,17,0,26364,57.8,22,18214.52,18163.92,18000.0,214.52,0.0,0.0,0.0,18215.98,0.0
1055509,1287067,4000,4000,4000.0,0,233,145.9,4,20,3,47000.0,1,1,9,228,27,12.94,0,0,3,0,2476,99.0,7,2335.22,2335.22,1387.62,797.88,0.0,149.72,1.55,291.71,0.0
435180,519857,6000,6000,5975.0,0,149,207.87,3,16,0,40000.0,0,1,6,631,42,8.49,0,0,16,0,2998,19.1,31,1659.2,1652.32,1109.73,549.47,0.0,0.0,0.0,207.87,0.0
484582,617034,12000,12000,11875.0,0,327,375.37,0,4,3,38304.0,0,-1,2,723,4,15.29,0,0,10,0,15631,24.6,22,13445.2872,13305.23,12000.0,1445.29,0.0,0.0,0.0,2950.07,0.0
830782,1039955,20000,20000,19975.0,1,155,478.22,2,14,3,62550.0,2,1,2,80,33,24.63,0,1,15,0,40918,36.9,34,10842.29,10828.82,2121.63,5104.12,0.0,3616.54,638.9771,200.03,0.0
792166,996567,1500,1500,1500.0,0,155,52.17,2,14,0,71000.0,1,-1,2,350,17,19.67,0,1,17,0,15570,94.9,29,1685.3812870000002,1685.38,1500.0,185.38,0.0,0.0,0.0,1166.86,0.0
613190,786204,15000,15000,14750.0,1,350,315.91,1,7,0,90000.0,2,-1,4,670,3,7.95,0,1,6,0,17645,28.3,28,19382.04002,19059.01,15000.0,4382.04,0.0,0.0,0.0,818.68,0.0
538971,696060,1200,1200,1200.0,0,139,41.44,2,14,0,64500.0,0,-1,9,350,17,19.03,0,2,17,0,14863,91.7,27,1243.19,1243.19,1200.0,43.19,0.0,0.0,0.0,0.28,0.0
773654,975724,9000,9000,9000.0,0,54,298.89,1,9,3,33000.0,0,-1,2,58,30,12.76,0,2,6,0,6131,72.1,15,10702.66071,10702.66,9000.0,1702.66,0.0,0.0,0.0,2040.36,0.0
856698,1069084,10000,10000,10000.0,0,302,304.18,0,1,2,97333.0,1,-1,4,182,44,8.46,0,2,20,0,3098,4.9,48,10795.40219,10795.4,10000.0,795.4,0.0,0.0,0.0,4409.12,0.0
565982,728114,6000,6000,6000.0,0,91,202.83,2,10,0,112404.0,1,-1,2,283,9,22.47,0,0,13,0,33815,86.7,26,7302.46157,7302.46,6000.0,1302.46,0.0,0.0,0.0,213.97,0.0
600595,770830,18250,11150,11125.0,0,94,377.58,2,13,3,45600.0,1,-1,2,721,4,21.11,0,0,11,0,30783,75.1,23,13230.59808,13200.93,11150.0,2080.6,0.0,0.0,0.0,4952.17,0.0
458713,571181,8000,8000,7750.0,0,335,252.89,0,3,3,78500.0,0,-1,13,184,44,8.09,0,0,5,0,358,8.1,13,8418.505167,8155.44,8000.0,418.51,0.0,0.0,0.0,3643.88,0.0
635336,813880,5000,5000,5000.0,0,307,153.34,0,3,0,33316.0,1,-1,2,643,5,12.03,0,1,5,0,0,0.0,29,5280.859035,5280.86,5000.0,280.86,0.0,0.0,0.0,3602.58,0.0
1029340,1258703,8000,8000,8000.0,0,224,290.23,3,19,3,45000.0,2,-1,2,696,4,6.27,0,0,7,0,6478,96.7,10,10329.84209,10329.84,8000.0,2329.84,0.0,0.0,0.0,2213.68,0.0
378960,402847,6500,6500,6196.51541,0,51,215.57,1,8,3,40000.0,1,-1,2,166,7,23.88,0,1,17,0,6901,21.2,21,7760.346104000001,7397.21,6500.0,1260.35,0.0,0.0,0.0,245.62,0.0
808981,1015758,6400,6400,6400.0,0,360,206.48,1,5,3,65000.0,1,-1,7,733,4,10.34,0,2,7,0,453,30.2,17,7433.277983,7433.28,6400.0,1033.28,0.0,0.0,0.0,225.02,0.0
676800,864822,18000,18000,18000.0,1,178,437.92,3,19,3,45000.0,0,-1,2,71,33,16.32,1,1,7,0,2095,9.0,17,22078.53691,22078.54,18000.0,4078.54,0.0,0.0,0.0,14209.5,0.0
1007871,1234299,24000,24000,24000.0,0,174,843.3,2,14,0,134500.0,2,-1,2,231,27,10.46,0,1,15,0,25827,57.8,24,29171.19818,29171.2,24000.0,5171.2,0.0,0.0,0.0,8444.61,0.0
746619,945404,9325,9325,9325.0,1,54,207.39,1,9,3,32020.0,1,-1,1,641,5,15.97,0,0,5,0,15771,57.1,17,12439.09999,12439.1,9325.0,3114.1,0.0,0.0,0.0,617.87,0.0
659735,843785,15000,15000,14950.0,1,239,389.03,5,27,0,57000.0,0,-1,2,89,33,22.53,0,0,13,0,16947,56.3,26,23372.71004,23294.8,15000.0,8353.26,19.45000013,0.0,0.0,11.46,0.0
454062,561956,15750,15750,15700.0,0,187,556.44,4,20,2,48000.0,0,-1,2,668,3,18.13,0,0,4,0,5481,99.7,7,15964.723530000001,15914.04,15750.0,214.72,0.0,0.0,0.0,15966.7,0.0
675963,863831,8000,8000,8000.0,1,73,180.72,2,10,0,139000.0,2,1,1,35,45,18.78,0,0,13,0,86700,88.9,43,8191.39,8191.39,5178.85,2571.83,44.94413836,395.77,71.2386,180.72,0.0
1050657,1281902,9500,9500,9500.0,0,322,295.56,0,2,0,57000.0,1,-1,1,595,42,21.83,0,1,7,0,23149,72.6,17,10639.87,10639.87,9500.0,1139.87,0.0,0.0,0.0,306.28,0.0
644325,824512,6000,6000,6000.0,1,338,124.21,1,5,0,54000.0,0,-1,0,416,22,2.64,0,1,9,0,4800,19.9,19,7388.660003,7388.66,6000.0,1388.66,0.0,0.0,0.0,1569.58,0.0
600667,770908,10500,10500,10444.23253,0,310,323.78,0,4,0,68399.0,1,-1,1,661,43,11.91,0,2,11,0,27655,71.1,31,11280.80846,11220.16,10500.0,780.81,0.0,0.0,0.0,6429.46,0.0
784305,987502,3250,3250,3250.0,0,321,101.09,0,3,3,125000.0,2,-1,9,712,4,21.33,0,0,13,0,13995,75.2,42,3444.8798909999996,3444.88,3250.0,194.88,0.0,0.0,0.0,2441.6,0.0
589816,757648,2500,2500,2500.0,0,114,85.42,2,12,3,60000.0,1,-1,9,608,42,22.0,0,1,10,0,4245,53.1,17,2714.202414,2714.2,2500.0,214.2,0.0,0.0,0.0,2117.53,0.0
629995,807163,6500,6500,6500.0,0,94,220.11,2,13,0,174996.0,2,-1,6,608,42,22.37,0,0,24,0,62853,76.7,52,7924.4279799999995,7924.43,6500.0,1424.43,0.0,0.0,0.0,236.18,0.0
749298,948523,6400,6400,6400.0,1,54,142.34,1,9,3,45000.0,1,-1,2,728,4,9.65,0,0,7,1,2705,53.0,19,7324.625478,7324.63,6400.0,924.63,0.0,0.0,0.0,5197.89,1.0
439410,530759,4200,4200,4200.0,0,39,138.47,1,6,3,48500.0,0,-1,8,681,31,18.06,1,1,14,0,3522,33.2,29,4984.814338,4984.81,4200.0,784.81,0.0,0.0,0.0,149.79,0.0
558286,718692,9500,9500,8950.0,0,309,292.3,0,1,3,46500.0,1,-1,2,701,4,23.9,0,0,9,0,8201,23.8,18,10522.90149,9913.68,9500.0,1022.9,0.0,0.0,0.0,328.24,0.0
978944,1202004,8875,8875,8875.0,0,328,277.71,0,3,0,58044.0,1,1,2,716,4,19.43,0,3,11,0,11540,43.2,30,3419.44,3419.44,2491.39,561.33,0.0,366.72,3.64,277.71,0.0
629097,792693,25000,25000,24350.0,0,130,860.04,3,16,3,100000.0,2,1,2,697,4,11.44,0,0,6,0,13691,81.6,24,14290.65,13919.07,9795.46,3964.54,0.0,530.65,6.75,860.04,0.0
563539,725169,1950,1950,1450.0,0,50,64.64,1,9,3,40000.0,0,-1,9,700,4,16.29,0,0,6,0,9587,47.2,8,2327.273753,1730.54,1950.0,377.27,0.0,0.0,0.0,74.77,0.0
682070,871187,9000,9000,9000.0,1,19,194.52,1,8,0,38792.0,0,-1,1,444,23,24.25,0,0,5,0,13007,86.1,22,10838.903,10838.9,9000.0,1838.9,0.0,0.0,0.0,5588.67,0.0
831179,1040388,3000,3000,3000.0,0,312,92.62,0,2,3,32000.0,1,-1,1,137,37,16.99,0,1,12,0,10958,31.1,20,3293.388298,3293.39,3000.0,293.39,0.0,0.0,0.0,1165.83,0.0
740734,938495,1000,1000,1000.0,0,321,31.11,0,3,3,39996.0,0,-1,9,670,3,10.92,0,0,9,0,4981,87.4,12,1119.6231400000001,1119.62,1000.0,119.62,0.0,0.0,0.0,36.61,0.0
506788,653476,10000,10000,9707.441703,0,26,327.36,1,8,0,68004.0,0,-1,2,668,3,12.63,0,0,14,0,9959,37.8,39,11876.104140000001,11563.1,10000.0,1876.1,0.0,0.0,0.0,782.91,0.0
781006,983828,11300,11300,11300.0,0,360,364.57,1,5,3,42000.0,0,-1,2,565,2,26.69,0,1,8,0,13072,61.1,42,13124.359779999999,13124.36,11300.0,1824.36,0.0,0.0,0.0,382.95,0.0
229930,229806,25000,25000,1200.0,0,28,819.54,2,11,0,90000.0,0,-1,2,609,42,17.11,0,0,6,0,54925,97.8,27,29184.8668,1400.87,25000.0,4184.87,0.0,0.0,0.0,7882.11,0.0
977426,1200233,12000,12000,12000.0,1,99,276.06,2,10,3,32400.0,0,1,2,726,4,16.22,0,1,8,0,8347,48.2,15,3094.66,3094.66,1327.55,1154.11,0.0,613.0,6.05,276.06,0.0
972780,1194755,14000,14000,13725.0,0,328,438.07,0,3,3,45000.0,0,1,6,708,4,10.0,0,0,5,0,1929,8.1,8,7880.4,7725.6,6583.15,1297.25,0.0,0.0,0.0,438.07,0.0
686476,876293,5000,5000,5000.0,0,311,154.21,0,2,3,35004.0,0,1,9,703,4,21.08,0,0,20,0,12173,55.8,45,5161.47,5161.47,4537.47,546.31,14.97588275,62.71,0.6271,323.42,0.0
584836,749827,5000,5000,5000.0,0,20,163.11,1,6,3,35827.2,2,-1,2,727,4,23.81,0,2,9,1,3035,48.2,24,5660.2578109999995,5660.26,5000.0,660.26,0.0,0.0,0.0,2730.85,1.0
892734,1109696,18000,18000,18000.0,0,136,620.9,2,12,3,60372.0,2,-1,2,736,4,21.88,0,1,13,0,19568,86.7,28,21794.57994,21794.58,18000.0,3794.58,0.0,0.0,0.0,7529.52,0.0
706556,898778,2000,2000,2000.0,0,316,62.02,0,3,0,46800.0,1,1,4,38,6,29.62,0,3,21,0,14135,42.2,57,370.56,370.56,302.53,68.03,0.0,0.0,0.0,62.02,0.0
821627,1029994,16425,16425,15266.846109999999,1,115,382.1,2,12,0,70000.0,2,-1,2,411,22,29.01,0,1,14,0,31204,79.6,34,22708.40998,20556.93,16425.0,6283.41,0.0,0.0,0.0,3992.81,0.0
694981,885968,12000,12000,12000.0,0,29,393.5,1,9,0,87360.0,0,-1,4,276,9,6.36,0,0,3,0,5102,72.9,6,14165.575219999999,14165.58,12000.0,2165.58,0.0,0.0,0.0,453.57,0.0
885675,1101389,35000,27400,27206.59897,1,46,605.5,1,7,0,100000.0,1,-1,11,296,9,5.15,0,0,9,0,692,1.6,24,36252.15004,35920.75,27400.0,8852.15,0.0,0.0,0.0,3555.15,0.0
498135,638757,14000,14000,14000.0,0,76,469.93,2,10,3,40000.0,0,-1,2,297,9,23.07,0,0,5,0,13058,92.6,8,16844.36489,16844.36,14000.0,2844.36,0.0,0.0,0.0,2797.16,0.0
750934,950344,10100,10100,10100.0,0,40,333.01,1,8,3,50400.0,1,-1,2,284,9,19.21,0,2,4,0,28079,89.1,17,10809.10282,10809.1,10100.0,709.1,0.0,0.0,0.0,8483.36,0.0
1064471,1298287,9000,9000,9000.0,0,66,300.74,1,8,0,47000.0,0,-1,1,298,9,19.1,0,0,7,0,4012,47.2,17,10826.530009999999,10826.53,9000.0,1826.53,0.0,0.0,0.0,313.32,0.0
721920,916682,4000,4000,4000.0,0,316,124.04,0,3,0,92000.0,0,-1,2,736,4,12.43,0,0,6,0,35449,93.0,25,4233.400769,4233.4,4000.0,233.4,0.0,0.0,0.0,2996.12,0.0
614811,788382,3000,3000,3000.0,0,338,95.24,1,5,0,91200.0,0,-1,6,736,4,14.12,0,0,8,0,35561,93.3,24,3022.26,3022.26,3000.0,22.26,0.0,0.0,0.0,3022.32,0.0
501012,643754,16000,16000,15500.0,0,15,520.96,1,7,0,70000.0,0,-1,2,94,33,14.76,0,0,13,0,32147,51.3,28,18755.92296,18169.8,16000.0,2755.92,0.0,0.0,0.0,555.81,0.0
891197,1107990,8000,8000,7750.0,0,17,260.59,1,6,2,36000.0,2,-1,2,316,1,24.5,0,0,8,0,4066,49.0,15,9234.75362,8946.17,8000.0,1234.75,0.0,0.0,0.0,2994.24,0.0
982170,1205361,17600,17600,17100.0,0,328,550.71,0,3,0,87048.0,2,-1,1,167,44,17.3,0,0,9,0,29441,70.4,16,19825.498069999998,19262.27,17600.0,2225.5,0.0,0.0,0.0,564.44,0.0
850713,1062556,35000,35000,34975.0,1,261,932.17,5,25,3,92000.0,2,1,9,166,7,17.6,0,0,11,0,9558,85.5,20,5444.11,5440.24,1040.64,2452.15,0.0,1951.32,18.89,350.0,0.0
604161,775165,17500,11050,11050.0,0,307,338.88,0,3,3,53352.0,1,-1,2,167,44,22.72,0,1,10,0,17787,40.0,38,11894.77505,11894.78,11050.0,844.78,0.0,0.0,0.0,6141.92,0.0
461529,576868,3500,3500,3500.0,0,112,119.48,2,13,3,30000.0,0,-1,9,85,33,5.36,0,1,5,0,3162,73.5,17,4317.596026,4317.6,3500.0,802.6,14.99999999,0.0,0.0,126.45,0.0
654677,837230,13000,13000,13000.0,1,19,280.97,1,8,0,72000.0,0,-1,9,510,24,7.98,0,0,7,0,18199,72.2,12,16259.52141,16259.52,13000.0,3244.52,14.99999993,0.0,0.0,3573.28,0.0
524889,679161,9000,9000,8684.040837999999,0,327,281.53,0,4,0,68500.0,0,-1,2,5,19,14.51,0,0,9,0,12217,55.8,31,10124.95991,9750.38,9000.0,1124.96,0.0,0.0,0.0,1131.66,0.0
478950,608334,1300,1300,1300.0,0,149,45.05,3,16,0,46500.0,0,-1,1,519,24,16.0,3,0,7,0,8856,90.0,32,1405.76002,1405.76,1300.0,105.76,0.0,0.0,0.0,0.73,0.0
481943,612991,7000,7000,6975.0,0,327,218.97,0,4,3,55000.0,0,-1,6,409,22,21.84,0,2,15,0,23302,67.6,33,7883.396739,7855.24,7000.0,883.4,0.0,0.0,0.0,233.24,0.0
890754,1107477,18800,18800,18775.0,1,125,440.08,2,11,3,33000.0,2,-1,2,564,2,20.25,0,0,13,0,15851,62.9,17,23691.54555,23660.04,18800.0,4891.55,0.0,0.0,0.0,12703.74,0.0
966682,1187564,14500,14500,14500.0,1,207,362.48,3,17,2,27600.0,2,-1,1,586,35,16.26,0,0,6,0,13346,79.9,19,21075.09996,21075.1,14500.0,6575.1,0.0,0.0,0.0,5880.67,0.0
980494,1203685,16000,16000,16000.0,1,255,423.11,4,23,3,215000.0,1,1,9,363,34,13.99,0,0,11,0,7567,95.8,21,5517.16,5517.16,2264.11,3231.9,21.14499681,0.0,0.0,444.27,0.0
1002377,1228434,4200,4200,4200.0,0,328,131.42,0,3,3,42000.0,1,-1,2,364,34,10.86,0,1,5,0,1472,14.0,15,4731.082228,4731.08,4200.0,531.08,0.0,0.0,0.0,136.26,0.0
1047813,1278913,5200,5200,5175.0,0,358,167.57,1,5,0,36000.0,2,-1,1,364,34,22.67,0,0,6,0,6764,87.8,11,5784.347005,5756.54,5200.0,584.35,0.0,0.0,0.0,3108.88,0.0
718550,912784,30000,30000,29975.0,0,132,1033.22,3,15,3,70000.0,2,-1,1,754,11,18.53,0,1,10,1,24784,60.7,18,35795.16772,35765.34,30000.0,5795.17,0.0,0.0,0.0,15143.15,1.0
567149,729597,5000,5000,4997.329097,1,247,130.84,5,28,3,32000.0,2,-1,2,72,33,5.07,1,0,7,0,3775,31.2,12,6912.083452,6905.58,5000.0,1912.08,0.0,0.0,0.0,3388.42,0.0
411653,464109,12800,12800,10504.99137,0,78,430.31,2,11,0,51000.0,0,-1,2,277,9,8.85,0,0,12,0,4759,21.2,28,15491.619669999998,12479.73,12799.99,2691.63,0.0,0.0,0.0,436.35,0.0
790677,994854,6200,6200,6200.0,0,302,188.59,0,1,3,20000.0,2,-1,6,80,33,1.2,0,0,7,0,52,0.3,13,6789.158240000001,6789.16,6200.0,589.16,0.0,0.0,0.0,189.35,0.0
812618,1019790,2100,2100,2100.0,0,360,67.76,1,5,3,21600.0,1,-1,11,323,27,13.89,0,0,2,0,304,33.8,6,2443.636155,2443.64,2100.0,328.64,15.0,0.0,0.0,471.17,0.0
1058486,1290074,7200,7200,7200.0,0,99,244.3,2,10,0,60000.0,1,-1,2,474,14,22.22,0,0,16,0,13874,50.6,23,8403.219337999999,8403.22,7200.0,1203.22,0.0,0.0,0.0,4013.19,0.0
523473,677286,7000,7000,6493.672769,0,322,217.78,0,3,0,44208.0,0,-1,6,473,14,3.58,0,1,4,0,6163,10.1,12,7840.092133,7272.39,7000.0,840.09,0.0,0.0,0.0,246.35,0.0
893553,1110695,6300,6300,6275.0,0,174,221.37,2,14,3,50724.0,1,-1,2,98,33,21.6,0,2,12,0,7558,79.6,41,7969.087158,7937.46,6300.0,1669.09,0.0,0.0,0.0,241.01,0.0
746563,945346,8250,8250,8250.0,0,302,250.95,0,1,0,53329.0,1,-1,0,474,14,4.59,0,1,13,0,5850,10.4,35,8503.83763,8503.84,8250.0,253.84,0.0,0.0,0.0,3898.31,0.0
800224,1005491,7125,7125,7125.0,0,115,243.49,2,12,0,37460.0,2,-1,13,620,42,23.99,0,1,10,0,13710,67.5,18,8376.424753,8376.42,7125.0,1251.42,0.0,0.0,0.0,1264.21,0.0
780992,967089,25475,21575,21300.0,1,99,496.33,2,11,0,68900.0,2,1,2,573,35,28.04,0,0,14,0,38881,67.5,28,7441.98,7346.98,4112.07,3315.78,0.0,14.13,0.0,496.33,0.0
990238,1214197,3000,3000,3000.0,0,358,96.68,1,5,0,39996.0,0,-1,12,666,43,15.63,0,3,8,1,39,2.4,28,3480.265019,3480.27,3000.0,480.27,0.0,0.0,0.0,100.05,1.0
1009213,1235945,5375,5375,5375.0,0,339,170.68,0,4,0,54000.0,1,-1,9,725,4,19.89,0,0,9,0,16182,83.8,27,6144.213468,6144.21,5375.0,769.21,0.0,0.0,0.0,174.75,0.0
475844,602574,13600,13600,13564.56086,0,101,461.98,2,12,3,33736.32,0,-1,2,194,44,15.26,0,0,7,0,14707,66.2,17,16568.39079,16523.65,13600.0,2968.39,0.0,0.0,0.0,333.01,0.0
618280,792594,15800,9650,9600.0,1,360,204.99,1,8,0,68640.0,0,-1,2,772,46,9.28,0,0,16,0,15552,60.7,21,12298.35001,12234.63,9650.0,2648.35,0.0,0.0,0.0,408.93,0.0
253727,253715,4500,4500,1575.0,0,336,142.33,0,4,2,10000.0,0,-1,0,772,46,0.0,1,0,5,0,0,0.0,6,5095.746951,1783.52,4500.0,595.75,0.0,0.0,0.0,14.96,0.0
1052329,1283885,9000,9000,9000.0,0,328,281.62,0,3,3,45000.0,1,-1,1,773,46,12.48,0,0,7,0,17828,93.1,14,10138.00778,10138.01,9000.0,1138.01,0.0,0.0,0.0,285.55,0.0
838960,1049091,3000,3000,3000.0,0,334,94.69,0,4,3,50000.0,0,-1,0,765,46,12.84,0,0,14,0,9532,69.1,21,3366.2653159999995,3366.27,3000.0,366.27,0.0,0.0,0.0,1106.14,0.0
523119,676791,3100,3100,3094.073693,1,154,74.1,3,16,3,32280.0,2,-1,2,366,34,21.2,5,1,14,0,7289,4.2,40,4435.029999,4422.55,3100.0,1335.03,0.0,0.0,0.0,444.61,0.0
505273,650989,8200,8200,8200.0,0,86,276.71,2,11,3,55000.0,0,-1,0,118,37,15.88,1,0,6,0,2019,31.5,11,9961.990437999999,9961.99,8200.0,1761.99,0.0,0.0,0.0,294.96,0.0
368924,383888,13000,13000,3625.0,0,68,435.07,2,10,0,54000.0,2,-1,1,114,33,14.38,0,2,7,0,1109,9.7,14,14692.076469999998,4096.84,13000.0,1692.08,0.0,0.0,0.0,8604.28,0.0
