ACRS Report Type,Route Type,Cross-Street Type,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Injury Severity,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Equipment Problems,Latitude,Longitude,Fault
1,3,0,13,2,0,5,7,8,1,2,1,1,23,17,4,2,45,0,0,2004,4,39.03093333,-77.10535667,0
1,3,7,16,3,0,4,7,8,2,1,12,12,0,9,2,2,40,0,0,2004,4,39.101025,-76.99574333,0
2,4,4,7,6,10,1,1,0,1,0,12,12,18,9,1,1,25,0,0,200,4,39.08374833,-77.15352667,1
0,4,9,4,6,10,1,7,8,1,1,6,6,18,6,4,1,35,0,0,2010,4,39.15132833,-77.20737333,1
2,4,4,15,2,7,4,6,8,1,1,12,12,18,0,1,1,25,0,0,2006,4,39.08401833,-77.150635,1
2,0,0,9,11,10,4,7,8,1,2,9,9,18,9,1,1,45,0,0,2014,4,39.11597739,-77.20832890000001,0
1,0,3,16,2,0,1,0,8,2,1,12,12,18,9,1,1,45,0,0,2015,4,39.20838152,-77.16928840000001,0
1,3,6,9,2,0,5,1,8,2,0,12,12,18,17,1,1,50,0,0,2017,4,39.1153289,-77.07508539,1
1,3,0,16,6,10,4,1,8,2,1,1,1,18,9,2,2,45,0,0,2016,4,39.24690291,-77.23411202,0
1,3,0,7,2,0,1,7,1,1,0,13,13,18,9,1,1,35,0,0,1995,4,39.06424883,-76.99726626,1
2,4,3,9,2,0,4,1,8,1,2,6,3,18,2,2,2,30,0,0,2003,4,39.15682871,-77.21472502,1
2,4,4,7,2,0,4,1,8,1,2,4,4,18,12,1,1,25,0,1,2011,4,39.027025,-77.07235,1
2,3,0,14,6,10,1,1,8,1,1,1,10,28,9,2,2,40,0,0,2010,4,39.05036167,-77.11503,0
2,3,0,16,2,0,1,7,8,1,1,4,13,0,9,3,0,40,0,0,2003,4,39.12278833,-77.17739833,0
0,0,3,9,2,0,4,1,8,1,2,12,10,18,17,4,4,15,0,0,2009,4,39.0928987,-77.0802927,1
2,3,3,9,2,0,6,1,8,1,2,9,9,18,20,0,0,35,0,0,2018,4,39.14233460000001,-77.22027568,0
2,3,8,7,2,8,3,7,10,1,6,15,15,0,1,2,1,25,0,0,2008,2,39.12269494,-77.16425993,1
1,0,0,9,2,0,4,1,8,3,1,12,12,18,17,0,0,35,0,0,2017,4,39.03483,-77.00141333,1
2,0,0,7,2,0,5,6,8,1,1,11,11,18,14,1,1,30,0,0,2013,4,39.13625667,-77.086735,0
1,3,4,9,2,0,4,1,8,1,2,9,9,22,4,4,4,35,0,0,2004,4,39.1551446,-77.20846917,0
1,3,2,14,2,10,4,7,8,1,3,12,2,4,16,0,0,40,0,0,1999,4,39.10274833,-77.22107833,1
2,3,0,14,2,7,4,7,2,1,5,0,0,5,17,1,2,50,0,0,2011,4,39.103675,-77.07656800000002,0
1,3,0,15,2,1,3,1,8,2,1,12,12,18,16,1,1,40,0,0,1996,4,39.14194692,-77.15071633,1
2,0,0,15,2,0,1,1,8,1,1,7,1,18,9,4,4,25,0,0,2007,4,39.05309833,-77.19024499999998,1
1,9,0,9,2,0,1,7,8,1,5,9,9,18,20,1,1,35,0,0,2007,4,38.99437204,-77.0266949,0
2,4,4,16,2,0,4,1,8,1,2,6,6,18,9,1,1,25,0,0,2004,4,39.02561833,-77.07171333,0
0,9,0,16,2,0,4,7,8,1,2,12,12,16,18,0,0,30,0,0,2017,4,39.072905,-76.95559333,0
2,3,0,9,6,10,4,7,8,1,5,9,9,18,17,2,2,40,0,0,2016,4,39.02963467,-77.138725,0
2,0,2,7,11,7,4,1,8,1,2,4,4,15,9,1,1,25,0,0,2017,4,38.97840863,-77.11857891,1
1,0,8,15,4,10,3,1,8,3,1,1,12,18,9,2,2,50,0,0,2006,4,39.25796167,-77.27678833,1
2,0,0,14,2,0,4,1,10,1,6,15,15,17,7,1,0,30,0,0,2007,7,39.00438333,-77.051285,1
1,3,0,9,11,1,4,1,8,1,1,12,12,18,9,2,2,40,0,0,2008,4,39.05269333,-77.07647833,1
1,3,8,9,2,0,4,7,8,1,1,12,12,16,17,1,1,15,0,1,2003,4,39.05481167,-77.11794333,1
2,3,0,7,2,0,4,1,8,1,5,9,9,0,1,3,3,30,0,0,2004,4,39.02259167,-76.96872333,0
1,3,0,4,2,0,4,7,8,1,1,2,2,18,6,4,4,45,0,0,2014,4,38.98620033,-77.09733544,1
2,3,4,9,2,0,4,6,6,1,2,9,9,18,20,4,4,15,0,0,2016,4,38.98249667,-77.01316333,0
1,4,4,16,3,0,4,7,8,1,0,12,12,18,9,3,0,30,0,0,2009,4,39.01160156,-77.16236928,1
1,0,0,4,3,0,1,7,8,2,2,12,12,19,9,3,3,35,1,0,2006,4,39.18019771,-77.04887733,0
1,3,0,3,2,0,4,1,8,4,5,12,12,18,17,1,1,15,0,0,2008,4,39.06377833,-77.0531,1
1,0,0,9,9,10,4,1,8,3,5,13,9,18,17,0,1,35,0,0,2010,4,39.09040167,-77.05391999999998,0
2,3,0,16,2,0,4,1,8,1,2,9,9,13,20,2,2,40,0,0,2015,5,39.04575,-76.99256667,0
1,3,0,15,6,10,1,1,8,1,1,12,12,4,9,0,0,40,0,0,2016,4,39.10882667,-77.28081667,1
2,4,3,15,2,0,4,1,8,1,2,9,9,23,1,2,2,15,0,0,2011,4,39.15979333,-77.22150500000002,1
1,3,3,9,2,10,1,7,8,1,5,9,3,18,20,2,2,45,0,0,2018,4,39.08443333,-77.07822833,0
1,3,0,7,2,0,4,1,8,1,3,11,11,18,1,2,2,5,0,0,1999,4,39.07470167,-77.12193131,1
2,0,0,9,2,0,4,1,8,1,1,12,10,0,9,0,0,40,0,0,2004,4,39.13408333,-77.00363333,1
1,3,0,9,2,0,4,1,8,3,3,12,12,14,9,1,1,45,0,0,2005,4,39.04421333,-77.07612167,1
2,3,0,1,2,0,1,7,8,2,1,2,2,18,6,0,0,40,0,0,2004,4,39.17824333,-77.23854833,1
2,4,4,9,2,0,4,2,8,1,2,12,12,29,17,0,0,30,0,0,2006,4,39.07113,-77.139705,1
2,0,3,4,2,10,3,1,8,1,3,13,3,19,18,3,2,40,0,0,2011,4,39.05750044,-77.08503485,0
2,9,0,9,2,0,3,1,8,1,2,9,9,0,9,2,2,50,0,0,2008,4,39.05586333,-76.97225333,0
0,3,3,16,6,10,4,7,8,1,1,12,12,18,9,0,4,30,0,0,2014,4,38.99438,-77.03623833,0
2,3,4,16,6,10,4,1,8,1,1,12,12,18,9,0,0,35,0,0,2006,4,39.14815,-77.23699667,1
1,3,0,4,2,0,4,7,8,3,1,10,10,18,6,2,4,40,0,0,2016,4,39.03983167,-77.12236333,0
2,4,3,6,2,0,4,6,8,1,5,12,1,0,7,4,4,25,0,0,2002,3,38.98167151,-77.00322401,1
2,0,0,8,2,0,4,7,8,1,2,13,13,18,6,0,2,35,0,0,2015,4,39.12103888,-77.15851813,0
1,0,0,2,2,0,4,6,8,3,1,12,12,18,9,4,4,35,0,0,2003,4,39.05744833,-77.07696999999997,0
1,3,4,9,2,8,4,1,8,2,0,12,12,18,17,1,1,40,0,0,2016,4,39.059915,-77.12227833,1
1,3,0,15,2,0,5,7,8,1,5,12,12,18,6,1,1,25,0,0,2018,4,38.97816333,-77.09871667,1
2,0,4,9,2,0,4,1,8,1,2,9,9,18,17,2,2,30,0,0,2009,4,39.15056395,-77.20333185,0
1,0,3,9,2,0,4,7,8,1,1,12,12,18,9,1,1,45,0,0,2022,3,39.11321833,-77.21002667,1
1,5,6,9,6,10,4,1,8,1,1,12,12,18,9,0,0,35,0,0,2008,4,39.01816833,-76.972365,0
2,3,0,16,2,0,4,6,8,1,1,3,3,18,9,0,0,25,0,0,2013,4,39.078975,-77.08033333,0
2,0,0,7,2,0,4,7,8,1,2,11,13,18,6,0,0,30,0,0,2000,4,38.99018,-77.02372167,1
2,3,0,14,2,0,4,7,8,1,0,10,10,0,2,1,1,50,0,0,2016,4,39.10974583,-77.21770453,1
1,4,4,14,2,0,4,10,8,1,1,10,10,18,9,0,0,40,0,0,2007,4,39.09626667,-77.13459499999998,0
2,0,0,9,2,0,4,7,8,1,2,9,9,0,9,0,0,45,0,0,2004,4,38.99555167,-77.02496,0
1,3,5,4,3,0,4,7,8,2,1,1,1,18,0,0,0,40,0,0,2020,4,39.20538167,-77.24348167,1
1,3,0,4,2,0,4,1,8,2,0,11,11,29,6,0,2,30,0,0,2018,4,38.989056,-77.07690799999997,1
1,0,9,16,2,0,4,7,9,2,1,8,8,18,0,0,0,30,0,0,2013,4,39.07339333,-76.95575833,0
2,3,0,15,6,10,4,1,8,1,2,12,12,18,9,4,4,40,0,0,2004,4,39.05885333,-77.27988833,1
2,9,0,7,3,1,4,7,8,1,1,9,9,18,17,2,2,40,0,0,2006,4,39.03213667,-77.00414667,0
1,3,0,16,2,0,4,7,8,1,1,11,11,18,6,2,4,45,0,0,2015,4,39.10334,-77.02517833,1
2,3,3,9,2,0,4,7,8,1,2,9,9,18,20,2,2,35,0,0,2011,4,38.99972591,-76.99518053,0
2,4,3,9,2,0,1,7,8,1,3,9,9,29,18,1,1,35,0,0,2011,4,39.14322,-77.22405,0
2,3,0,15,2,0,1,1,8,1,5,7,7,18,9,0,0,15,0,0,2005,7,39.06692227,-77.12858319,1
1,3,0,4,2,0,4,7,8,4,4,12,12,18,9,1,1,45,0,0,1998,4,39.17838333,-77.23832167,0
1,2,8,7,3,0,4,1,7,4,0,12,11,21,17,1,1,50,0,0,2007,4,39.26402589999999,-77.31086932,0
2,0,4,15,3,10,4,1,8,1,1,12,12,18,0,4,4,40,0,0,2007,4,39.05365167,-77.13549333,1
2,4,4,15,3,10,3,1,8,1,1,12,6,18,9,0,4,30,0,0,2010,4,39.07562833,-77.14015500000002,1
2,3,0,2,5,0,4,7,8,1,5,9,9,18,2,0,0,35,0,0,2006,4,39.14592283,-77.144054,1
2,0,3,16,2,0,4,6,10,1,6,6,6,18,18,2,0,25,0,0,0,7,39.06663801,-77.05961823,1
2,0,0,9,2,0,1,1,8,1,5,15,12,18,0,4,4,25,0,0,2012,4,39.10589,-76.949585,1
2,0,8,16,2,0,1,6,8,1,1,1,1,18,6,4,1,40,0,0,2008,7,39.23177,-77.25864167,1
1,3,0,9,2,0,4,7,8,1,5,9,9,18,20,1,1,40,0,0,2007,4,39.14854667,-77.27661167,0
2,0,9,16,2,0,4,7,8,1,1,12,12,18,6,0,0,35,0,0,2006,4,39.15231167,-77.19541,1
2,1,8,9,2,0,1,1,8,1,2,9,9,18,17,1,1,35,0,0,2008,4,39.04097,-77.08919333,0
1,3,0,9,2,2,4,7,8,1,1,9,9,18,20,1,1,45,0,0,2018,4,39.18391167,-77.26279333,0
1,9,0,9,2,0,4,7,8,1,5,12,12,18,6,1,1,30,0,0,2005,4,38.99453757,-77.02685276,1
1,3,4,2,2,0,4,6,8,2,5,6,6,18,9,2,2,35,0,0,2017,4,39.02663833,-77.07728,0
2,0,0,16,2,0,1,6,10,1,6,15,15,29,9,2,2,30,0,0,2019,7,39.02052217,-77.13209366,1
1,3,0,9,2,0,1,7,8,1,5,3,3,18,20,4,4,35,0,0,2011,4,39.04660333,-77.05027167,0
2,4,4,6,2,0,5,6,8,1,2,10,10,18,6,2,2,25,0,0,2020,4,39.09426333,-77.15069,1
2,3,8,16,2,0,4,1,8,1,1,12,12,18,7,2,2,45,0,0,2015,4,39.08502333,-77.078585,1
2,0,0,9,2,0,4,1,8,1,5,9,9,18,17,0,0,30,0,0,2008,4,39.18132833,-77.26961999999997,0
2,0,5,7,11,7,4,1,8,1,5,6,6,12,11,0,0,25,0,0,2019,4,38.989605,-77.09788667,1
2,3,0,9,2,0,4,1,8,1,2,9,9,17,17,2,2,40,0,0,2000,4,39.04690167,-76.98836,0
1,0,0,9,3,0,4,1,8,3,0,12,12,18,9,2,2,35,0,0,2001,4,39.15781,-77.08752333,1
2,3,0,14,2,0,1,1,10,1,5,6,6,18,2,2,2,40,0,0,2013,7,39.06877359,-77.00295925,1
1,3,0,13,2,0,4,7,1,2,1,12,12,18,17,1,1,45,0,0,2015,4,39.09481,-77.00164833,1
2,4,8,9,3,10,1,10,8,1,5,9,9,8,20,2,0,35,0,0,2001,4,39.069625,-77.20647,0
2,0,0,14,2,0,4,1,0,1,1,6,12,18,9,0,0,25,0,0,2011,4,39.037515,-77.07850667,1
2,3,0,9,3,0,4,1,8,1,5,9,9,21,20,0,0,45,0,0,2014,4,39.10387667,-77.191525,0
2,3,0,7,2,0,4,1,8,1,2,3,3,19,1,3,4,10,0,0,2004,4,39.0831456,-77.04809499999998,0
1,3,6,4,2,0,4,7,5,1,1,12,12,0,9,0,0,35,0,0,2019,4,38.9912745,-77.15877083,1
2,3,0,15,3,10,1,1,8,1,1,12,12,0,9,4,4,35,1,0,2013,4,39.149605,-77.02749167,1
2,3,4,9,2,0,4,7,8,1,1,12,12,18,9,3,1,35,0,0,2011,4,39.06286962,-77.17651159,1
1,3,0,9,6,10,4,1,8,3,1,9,9,18,17,1,1,40,0,0,2019,4,39.02560452,-76.98029494,0
2,0,3,14,2,0,4,7,8,1,5,6,6,29,9,1,1,30,0,0,2018,4,39.05456333,-77.20513667,0
1,0,9,9,2,0,6,7,8,1,1,9,9,18,17,1,1,50,0,0,2020,4,39.10418079,-76.93303624,0
1,3,0,9,2,0,4,7,8,2,5,9,5,18,17,2,2,40,0,0,2011,4,39.25337333,-77.23005,0
2,3,0,9,2,0,1,1,8,1,2,9,9,29,20,4,4,35,0,0,2014,4,39.142455,-77.139175,0
1,4,4,4,2,0,4,7,8,3,2,12,12,14,9,1,1,25,0,0,2005,4,39.15080167,-77.20332833,0
1,3,1,9,6,10,4,7,8,3,1,12,12,18,17,2,2,50,0,0,2015,4,39.02971833,-77.01337667,1
1,0,0,3,2,0,4,1,10,1,6,12,12,28,9,4,4,20,0,0,0,7,38.99745167,-77.1098,1
1,3,0,9,2,0,4,7,8,1,1,12,12,19,10,1,1,40,0,0,2016,4,39.03769167,-76.98952,1
1,3,4,4,2,0,5,7,8,2,1,12,12,18,9,2,0,40,0,0,2007,4,39.11888667,-77.17161667,0
1,3,6,9,1,7,4,1,8,1,5,12,12,18,17,4,4,60,0,0,2004,4,39.01424,-77.00434833,1
1,1,8,16,2,0,4,6,8,2,0,12,12,18,9,4,4,30,0,0,2002,4,39.14628167,-77.23410783,0
2,3,0,7,2,0,1,1,8,1,5,9,9,18,11,1,1,5,0,0,2017,4,39.09015076,-77.14256287,1
1,0,0,4,3,0,4,7,8,2,2,1,1,19,9,0,0,35,0,0,2016,4,39.14515672,-77.15006769,0
2,0,0,14,10,0,1,1,0,1,2,6,6,19,9,4,4,25,0,0,1998,4,39.03291111,-77.0612222,1
1,4,4,9,2,0,0,6,8,3,1,12,12,18,17,4,4,30,0,0,2004,4,39.14105333,-77.20810833,1
2,3,4,9,2,0,4,7,8,1,2,9,9,18,20,2,2,35,0,0,2010,4,39.15523333,-77.20887667,0
2,3,0,9,2,0,5,7,8,1,5,9,9,18,20,1,1,40,0,0,2006,4,39.04841,-76.99264667,0
2,0,0,4,2,0,4,1,8,1,1,13,13,25,9,1,1,30,0,0,2019,4,39.04683033,-77.105234,0
1,0,0,6,3,0,5,1,8,3,1,12,1,25,9,4,4,25,0,0,2012,4,39.24443167,-77.28324,1
2,9,6,0,2,0,4,1,8,1,5,9,8,15,9,2,2,55,0,0,1997,4,39.11149024,-76.9285655,0
2,3,3,14,2,0,4,7,8,1,4,4,4,23,6,2,1,45,0,0,2017,4,39.20279667,-77.25177167,1
2,3,0,0,3,0,4,7,8,2,2,13,12,0,17,2,2,40,0,0,2008,7,39.01527,-76.97810667,1
1,0,3,9,2,0,5,10,8,1,5,9,9,18,20,2,4,25,0,0,2011,4,39.02244167,-77.10342667,0
1,3,3,15,2,0,1,1,8,4,1,12,12,14,9,4,4,50,0,0,2009,4,39.14083333,-77.35714167,0
2,0,0,2,2,0,4,1,10,1,6,15,15,18,21,1,1,25,0,0,0,4,39.02218482,-77.08838146,1
1,0,8,5,2,0,1,6,8,1,5,12,12,18,6,2,0,30,0,0,2003,4,39.19745,-77.25016,1
1,3,4,16,3,0,4,2,8,3,1,10,10,18,9,4,4,30,0,0,2016,4,38.98318,-77.01495333,0
1,3,0,9,6,10,4,9,8,2,5,9,9,18,17,0,0,40,0,0,2013,4,39.0242165,-77.01838717,0
2,3,0,9,2,0,1,1,8,1,5,12,12,18,17,1,1,45,0,0,2007,4,39.02192333,-76.97710500000002,1
1,3,4,4,2,0,4,7,8,1,1,13,13,18,6,4,4,35,0,0,2006,4,39.069835,-77.170085,1
2,0,0,15,2,0,4,1,10,1,5,9,9,18,21,2,2,25,0,0,1999,7,39.04296,-77.0578,1
2,3,3,15,3,10,4,7,8,1,1,12,12,18,7,4,2,40,0,0,1999,4,39.16302333,-77.28305667,1
1,3,0,9,2,0,1,1,8,1,1,12,12,18,2,2,2,35,0,0,2008,4,39.00071833,-77.07695167,1
2,0,0,13,2,0,4,1,8,1,5,3,3,23,0,1,4,25,0,0,2013,4,39.069755,-77.10438333,1
2,3,0,7,2,0,4,7,8,1,5,13,13,2,9,4,4,30,0,0,2010,4,38.99240667,-77.060695,1
1,3,3,9,2,0,1,1,8,1,1,12,12,0,6,4,0,15,0,0,2017,4,39.17405,-77.283985,1
2,0,0,7,2,0,4,1,10,1,6,6,13,18,17,2,2,25,0,0,2009,7,38.98986,-77.09759833,1
2,3,0,9,2,1,1,7,8,1,5,2,2,18,6,0,2,45,1,0,2007,1,39.03882333,-77.05098667,1
2,3,0,7,2,0,4,1,8,1,5,6,6,18,13,4,4,15,0,0,2009,4,39.180365,-77.27092333,1
2,4,4,7,3,0,4,6,8,1,5,11,11,9,7,2,0,25,0,0,2008,4,38.96414413,-77.08965227,1
1,0,0,9,3,0,4,1,8,3,1,9,9,18,17,0,0,40,0,0,2006,4,39.10961500000001,-77.075785,0
2,3,0,4,2,0,1,6,8,1,5,12,1,18,9,2,2,35,0,1,2009,4,39.13014667,-77.18715833,0
2,3,0,9,2,0,4,1,8,1,6,9,9,18,1,2,2,10,0,0,2006,4,39.09131344,-77.20369309,1
2,3,4,8,3,0,4,7,8,1,2,9,0,18,0,2,2,10,0,0,2014,4,39.11541167,-77.16589667,1
2,0,3,13,2,0,4,7,8,1,2,13,1,18,9,1,1,25,1,0,2012,4,38.99970333,-76.99055,0
1,0,0,15,6,10,1,9,8,1,1,14,14,0,9,4,4,35,0,0,2014,4,39.06516667,-77.03734833,1
1,0,0,16,2,0,4,1,8,1,1,6,6,18,9,0,0,35,0,0,2019,4,39.13091667,-77.01080999999998,0
1,3,8,9,2,0,3,7,8,2,1,9,9,18,17,0,0,40,0,1,2006,4,39.037095,-77.051615,0
1,0,0,3,6,10,4,1,8,3,0,12,12,16,9,1,1,35,0,0,2003,4,39.28760333,-77.207195,1
2,3,0,9,2,0,1,1,8,1,5,12,12,18,0,4,4,25,1,0,2010,4,39.08307933,-76.94560917,1
2,3,9,16,2,0,4,7,8,1,2,12,12,0,18,2,2,30,0,0,2016,4,38.99643133,-77.02870033,0
2,0,0,14,2,0,7,1,10,1,6,6,6,28,21,3,0,30,0,0,0,7,39.00574,-77.10087,1
2,3,4,9,0,0,1,7,8,1,2,9,9,18,17,1,1,35,0,0,2006,4,39.14525725,-77.22000756,0
2,0,0,6,2,0,4,1,10,1,2,1,1,18,21,2,2,30,0,0,2011,4,38.99521475,-77.05818057,1
2,0,3,9,2,0,4,7,8,1,2,5,9,18,18,2,2,25,0,0,2013,4,39.03979061,-76.99054482,0
2,3,0,3,2,10,4,1,10,1,5,12,12,24,9,0,0,35,0,0,0,7,39.03875333,-77.07185899,0
2,3,3,12,2,0,4,7,8,1,5,0,0,19,2,0,0,45,0,0,2008,4,39.151375,-77.2135,1
2,3,0,7,2,0,4,1,8,1,5,9,9,0,12,1,1,15,1,1,2006,4,39.03537667,-77.0559,0
1,3,0,7,2,0,1,1,8,3,1,6,6,18,9,4,4,35,0,0,2015,4,38.989755,-77.02870667,1
1,9,1,9,2,10,4,7,10,1,6,12,12,18,0,1,1,40,0,0,2001,7,39.03913667,-76.99796833,1
2,3,0,15,2,0,1,1,10,1,0,12,12,9,21,0,0,40,0,0,2003,4,39.1077,-76.92140167,1
2,3,0,9,3,0,4,1,10,1,6,9,9,18,4,3,3,10,0,0,2013,6,38.99634087,-77.02410706,1
2,3,0,9,2,0,1,7,8,1,1,12,12,18,9,1,1,35,0,0,2013,4,39.01475633,-77.09948317,1
1,0,3,9,2,0,4,1,8,1,5,12,12,18,7,0,1,35,0,0,1025,4,39.15764833,-77.20419333,1
2,0,0,16,2,0,1,7,8,1,4,0,0,18,19,2,2,35,0,0,2013,4,39.06893333,-77.01501667,1
1,3,4,9,6,10,1,7,1,1,5,12,12,18,17,1,1,35,0,0,2004,4,39.108725,-77.15954667,1
2,3,0,9,2,0,4,1,8,1,2,9,9,18,17,2,2,40,0,0,2008,4,39.03581667,-76.98880667,0
2,3,4,9,2,0,4,1,8,1,3,12,12,18,9,4,4,35,0,0,1997,4,39.08986,-77.17811999999998,1
1,3,0,9,2,0,4,1,3,1,5,9,9,18,12,1,1,0,0,1,2019,4,39.05721333,-77.11673333,0
2,3,0,14,2,0,4,1,8,4,1,13,13,12,9,1,1,45,0,0,1989,4,39.07691667,-77.00125333,0
1,3,0,9,2,0,4,1,8,2,2,9,9,18,20,4,2,40,0,0,2007,4,39.02723543,-76.98197365,0
0,3,0,16,2,0,4,1,8,1,1,12,12,18,6,1,0,45,0,0,1998,4,39.08213833,-77.07953667,1
1,0,0,12,2,0,1,1,8,1,3,6,6,18,6,1,0,30,0,0,2019,4,39.151805,-77.20023167,1
2,3,4,9,2,0,4,1,8,1,5,9,9,18,20,1,1,45,1,0,2015,4,39.12585724,-77.18244195,0
2,0,3,9,2,0,5,7,8,1,6,15,15,18,18,1,4,35,0,0,1974,7,39.01144,-76.97854333,1
2,0,0,9,2,0,4,7,8,1,5,12,12,23,0,0,0,25,1,0,2007,4,39.05240163,-77.16500357,1
1,9,0,11,2,0,4,7,8,3,2,9,9,18,17,4,4,45,0,0,2009,7,39.04734000000001,-76.98542667,0
1,3,6,4,5,10,1,7,8,1,1,6,6,18,9,2,2,35,0,0,2018,4,39.01644333,-77.119955,0
1,3,4,9,2,0,4,1,8,1,2,9,9,18,17,2,2,40,0,0,2015,4,39.15530833,-77.21561167,0
2,9,0,16,6,10,3,1,8,1,2,9,9,18,17,2,2,55,0,1,2015,4,39.09699567,-76.93730817,0
1,3,0,16,2,0,2,8,8,1,1,12,12,18,11,4,4,50,0,0,2006,4,39.26955,-77.15253467,0
2,3,0,4,2,0,6,7,8,1,2,12,12,18,9,2,2,40,0,0,2014,4,39.02072167,-77.122395,0
1,0,0,9,2,0,4,7,8,1,2,12,12,18,9,0,0,40,0,0,2013,4,39.09263333,-77.194925,1
2,4,3,15,3,0,1,1,8,1,2,12,12,18,9,0,0,25,0,0,1997,4,39.14715939,-77.23478325,1
2,3,0,16,2,0,4,1,8,1,5,0,0,18,1,2,2,15,0,0,2011,4,39.15086167,-77.21261667,0
1,3,0,7,2,0,1,1,8,1,1,11,11,18,9,0,0,10,0,0,2007,4,39.11477167,-77.21698833,0
1,2,5,9,2,0,5,1,8,1,2,9,9,18,20,4,1,40,0,0,2016,4,39.23169667,-77.27013167,0
1,3,4,3,3,0,4,1,8,2,1,1,12,18,5,2,4,40,0,0,2014,4,39.09867667,-77.15403667,0
2,5,0,2,2,0,1,6,10,1,2,12,12,18,9,1,1,30,0,0,2014,7,39.16191997,-77.26934552,1
1,3,8,16,2,0,4,7,8,1,1,4,4,18,9,2,2,40,0,0,2004,7,39.15395833,-77.21410167,1
2,3,3,9,2,0,4,7,2,1,5,13,9,29,17,4,4,40,0,0,2009,4,39.08329667,-77.10584667,0
1,3,0,9,2,0,1,7,8,2,5,9,9,28,18,2,2,40,0,0,2000,4,39.06139512,-77.05271959,0
2,0,8,9,2,0,4,7,8,1,5,3,3,23,7,1,4,35,0,0,2017,4,39.16045,-77.20181667,1
2,3,0,15,2,0,2,1,8,1,2,12,12,21,9,1,1,0,0,0,1980,4,39.18976,-77.262755,1
2,3,4,16,2,0,4,7,8,1,5,12,12,18,2,1,4,30,0,0,2016,6,39.08321833,-77.15303167,1
2,0,0,16,2,0,1,6,8,1,1,0,0,18,6,1,0,35,0,0,2012,4,39.24570333,-77.26588000000002,0
2,3,0,15,10,0,7,8,8,1,2,14,12,21,21,3,3,0,0,0,2014,7,39.06253475,-77.15914694,1
2,3,0,9,2,0,1,1,8,1,5,9,9,18,20,2,2,40,0,0,2012,4,39.01566598,-76.97781086,0
2,4,0,16,2,0,4,1,9,1,2,1,12,0,9,2,2,10,0,0,1966,4,39.124185,-77.23846,0
1,0,3,3,3,10,4,7,8,2,0,12,12,18,9,0,0,25,0,0,1996,4,39.06311667,-77.07350833,0
1,3,6,9,2,0,4,7,8,2,2,9,9,18,17,1,1,35,0,0,2017,6,39.01398333,-77.04202833,0
1,1,1,7,2,0,4,6,8,1,3,12,12,18,17,2,2,25,0,0,2017,4,38.973437,-77.101287,1
2,0,3,16,2,0,4,1,8,1,2,12,12,19,6,2,2,25,0,0,2003,4,39.126425,-77.18217,1
1,3,0,15,11,7,4,1,8,1,1,12,12,18,17,4,4,45,0,0,2001,4,39.15485383,-77.25850067,1
2,0,6,14,2,0,4,7,8,1,2,9,9,19,9,4,4,45,0,0,2004,4,39.13158667,-77.160775,0
2,3,0,9,2,0,4,1,8,1,1,12,12,18,9,1,1,45,0,0,2018,4,39.27416645,-77.21528276,1
2,3,4,1,2,0,4,6,8,1,1,6,6,19,6,1,1,30,0,0,2005,4,39.13986321,-77.19642877,1
2,3,3,14,2,0,4,1,10,1,2,12,12,18,7,0,1,40,0,0,2012,4,39.0188586,-77.21020818,1
2,3,0,9,2,0,4,7,8,1,1,10,12,18,21,3,1,35,0,0,2006,4,39.1706895,-77.26290083,1
2,3,0,15,2,0,1,1,8,1,1,12,12,0,9,1,1,45,0,0,2015,4,39.08771,-77.07963667,1
2,3,3,16,2,0,4,7,5,1,5,6,6,18,10,4,4,30,0,0,2017,4,39.01997033,-77.06697167,0
2,3,1,9,9,10,4,7,8,1,4,2,2,18,20,2,2,35,0,1,2007,2,38.89625936,-77.01791671,0
2,0,3,9,6,10,5,7,8,1,1,12,12,18,20,0,0,40,1,0,2004,4,39.17499,-77.26142833,1
2,3,0,16,2,0,4,1,8,1,5,6,6,18,9,2,2,35,0,0,2019,4,39.010845,-77.038421,0
2,3,0,17,3,0,4,1,9,1,6,15,15,28,21,3,3,15,0,0,0,4,39.02309194,-77.14536712,1
2,3,0,14,3,0,4,1,8,1,5,3,3,23,14,1,1,5,0,0,2000,4,39.15529,-77.19722333,1
1,3,0,14,2,0,1,1,8,1,1,1,1,18,9,4,4,35,0,0,2016,4,39.00671167,-76.99787333,1
1,0,0,9,6,10,4,4,8,2,1,12,12,18,17,2,2,40,0,0,2000,4,39.11606333,-77.2163,1
1,7,3,3,2,0,4,7,8,3,1,12,12,18,9,2,2,25,0,0,2014,4,38.985035,-77.09107333,0
2,3,0,16,2,0,0,1,8,1,5,1,1,18,7,1,1,15,0,0,2019,4,39.05247620000001,-77.05078035,0
2,3,4,9,2,0,4,1,8,1,1,9,9,18,17,1,1,40,0,0,2006,4,39.05927494,-77.12168455,0
2,3,9,14,6,10,4,7,8,1,5,13,13,2,9,1,1,40,0,0,2016,4,39.04946500000001,-77.18870333,1
2,3,0,9,2,0,4,7,8,2,5,9,9,18,17,1,1,35,0,0,2017,4,39.03033,-77.04780333,0
